id,Producator,Dimensiune,Detalii,Aplicatie,Pret ROTIS cu TVA,Odai,Braila,Cluj,Cod articol
1671,DUNLOP,185/75/R16C,LT60,LT IARNA,467.55,16,0,0,AD1857516CLT60
1677,GOODYEAR,7.5//R16C,CARGO G46 TT,4X4 VARA,475,2,0,0,AG75016CMG46TT
1808,BARUM,195/65/R15,POLARIS 3,IARNA,180.33,26,0,16,ABR1956515TPOL3
1680,PIRELLI,235/50/R19,P ZERO,VARA,961.66,6,0,0,AP2355019WPZ
1692,DUNLOP,205/55/R16,FASTRESPONSE,VARA,285.71,30,8,30,AD2055516HFASTR
1681,SEMPERIT,165/70/R14,COMFORT LIFE 2,VARA,164.03,0,0,6,ASE1657014TCL2
1690,DUNLOP,195/60/R16C,WINTER SPORT 3D,LT IARNA,480.64,4,0,0,AD1956016CT3D
1890,CONTINENTAL,265/60/R18,4X4 WINTER CONTACT,IARNA,915.63,16,0,0,AC2656018HWINTC
1700,NORDMAN-NOKIAN,205/60/R16,WR,IARNA,314.14,26,0,20,ANO2056016HWR
1814,BARUM,215/75/R16C,SNOVANIS 2,LT IARNA,422.63,8,0,0,ABR2157516CRSN2
1962,CONTINENTAL,235/65/R18,CROSS CONTACT WINTER,IARNA,787.6,4,0,0,AC2356518HWI
1714,VIKING,185/60/R15,CITY TECH II,VARA,173.98,0,0,2,AVI1856015HCI2X
1869,DUNLOP,255/55/R18,WINTER SPORT 3D,IARNA,680.26,27,0,0,AD2555518H3D
1833,CONTINENTAL,235/60/R18,WINTER CONTACT TS850P SUV,4X4 IARNA,717.56,12,0,0,AC2356018HTS85X
1767,CONTINENTAL,215/70/R16,WINTER CONTACT TS850P SUV,4X4 IARNA,494.56,8,0,0,AC2157016TTS85S
1766,CONTINENTAL,205/60/R16,PREMIUM CONTACT 2,VARA,344.62,30,0,0,AC2056016HCPC2X
1834,CONTINENTAL,245/50/R18,WINTER CONTACT TS830P,IARNA,899.96,4,0,0,AC2455018VTS83
1799,BARUM,225/55/R17,POLARIS 3,IARNA,369.52,10,0,0,ABR2255517VP3
1819,BARUM,235/65/R17,POLARIS 3,IARNA,444.98,8,0,0,ABR2356517HP3
1884,CONTINENTAL,225/45/R17,WINTER CONTACT TS830P RUN FLAT,IARNA,682.39,14,0,0,AC2254517HTS83S
1812,BARUM,215/65/R16C,SNOVANIS 2,LT IARNA,361.07,2,0,0,ABR2156516CRSN2
1792,BARUM,195//R14C,SNOVANIS 2,LT IARNA,278.97,4,0,0,ABR19514CQSN2
1797,BARUM,215/70/R15C,SNOVANIS 2,LT IARNA,344.08,1,4,18,ABR2157015CRSN2
1829,CONTINENTAL,225/65/R17,WINTER CONTACT TS850P SUV,4X4 IARNA,673.49,7,0,0,AC2256517TTS85
1836,DUNLOP,235/45/R17,WINTER SPORT 4D,IARNA,754.88,13,0,0,AD2354517HW4D
1837,DUNLOP,245/45/R17,WINTER SPORT 4D,IARNA,792.18,7,0,0,AD2454517HW4DX
1866,CONTINENTAL,235/60/R17,CROSS CONTACT WINTER,4X4 IARNA,742.47,8,0,0,AC2356017HCRCWI
1841,GENERAL TIRE,275/40/R20,GRABBER GT,4X4 VARA,582.98,4,0,0,AGT2754020YGRX
2183,FULDA,175/65/R14,ECOCONTROL,VARA,191,2,0,0,AF1756514TECCTR
2004,NORDMAN-NOKIAN,225/60/R17,WR SUV,4X4 IARNA,485.39,30,0,0,ANO2256017HWRSX
2014,PIRELLI,225/45/R17,WINTER SOTTO ZERO 3,IARNA,534.3,18,0,0,AP2254517HSZ3
1857,BARUM,205/55/R16,POLARIS 3,IARNA,213.96,1,0,0,ABR2055516TP3
2000,NORDMAN-NOKIAN,185/65/R15,WR,IARNA,195,28,22,22,ANO1856515HWR
1851,VIKING,195/70/R15C,SNOW TECH VAN,IARNA,266.23,1,0,0,AVI1957015CSN
2005,NORDMAN-NOKIAN,225/65/R17,WR SUV,4X4 IARNA,490.8,30,0,0,ANO2256517HWRSX
1945,CONTINENTAL,245/45/R17,WINTER CONTACT TS830P,IARNA,819.11,13,0,0,AC2454517HTS83X
2007,NORDMAN-NOKIAN,195/55/R16,WR,IARNA,293.16,2,0,0,ANO1955516HWR
1943,CONTINENTAL,235/45/R17,WINTER CONTACT TS850P,IARNA,776.87,6,0,0,AC2354517VTS85X
2049,PIRELLI,225/70/R15C,WINTER CARRIER,LT IARNA,501.62,2,0,0,AP2257015CRWCA
2059,PIRELLI,225/45/R17,WINTER SOTTO ZERO 3 RUN FLAT,IARNA,687.81,6,0,0,AP2254517HSZ3R
2209,PIRELLI,255/55/R20,SCORPION WINTER,4X4 IARNA,1263.92,23,0,0,AP2555520VSW
1887,CONTINENTAL,235/65/R17,4X4 WINTER CONTACT,4X4 IARNA,683.65,4,0,0,AC2356517HWIC
1981,CONTINENTAL,215/55/R17,WINTER CONTACT TS850P,IARNA,668.98,0,12,30,AC2155517VTS85X
1898,SEMPERIT,165/70/R14,MASTER GRIP 2,IARNA,173.09,24,0,0,ASE1657014TMG2
1901,SEMPERIT,195/70/R15C,VAN GRIP 2,LT IARNA,310.17,3,0,0,ASE1957015RVG2
1903,TOYO,175/55/R15,SNOWPROX S943,IARNA,250,1,0,0,ATO1755515TS943
1909,TOYO,185/65/R15,SNOWPROX S943,IARNA,218.16,0,0,2,ATO1856515TS94X
1912,TOYO,195/55/R15,SNOWPROX S953,IARNA,287.44,3,0,0,ATO1955515HS95X
1920,TOYO,255/65/R17,OPEN COUNTRY WT,IARNA,581.52,8,0,0,ATO2556517HOPWT
1984,NOKIAN,265/50/R20,WR SUV 3,4X4 IARNA,1177.47,30,0,0,AN2655020VWRS3X
2075,DUNLOP,185/65/R15,SPORT 01,VARA,220.13,10,11,0,AD1856515T01
2048,PIRELLI,225/55/R17,WINTER SOTTO ZERO 3,IARNA,630.03,8,0,0,AP2255517HWSZ3
2001,NORDMAN-NOKIAN,205/55/R16,WR,IARNA,280.97,26,8,30,ANO2055516HWR
1987,NORDMAN-NOKIAN,215/65/R16,WR SUV,4X4 IARNA,347.3,26,4,28,ANO2156516TWRS
1983,CONTINENTAL,245/40/R18,WINTER CONTACT TS850P,IARNA,745.65,4,0,0,AC2454018VTS85X
1979,CONTINENTAL,205/80/R16C,CROSS CONTACT WINTER,LT IARNA,534.04,12,0,0,AC20516CTCWI
1953,SEMPERIT,175/65/R14,MASTER GRIP 2,IARNA,172.96,16,0,0,ASE1756514TMG2
1954,SEMPERIT,195/60/R15,SPEED GRIP 2,IARNA,200,1,0,0,ASE1956015TSG2
1957,SEMPERIT,"385/65/R22,5",M223,TRAILER REGIONAL VARA,1466.94,0,4,0,ASE38565225M223
2033,NORDMAN-NOKIAN,175/65/R14,WR,IARNA,169.25,22,0,28,ANO1756514TWR
2003,NORDMAN-NOKIAN,225/55/R18,WR SUV,4X4 IARNA,645.13,30,0,0,ANO2255518HWRSX
2002,NORDMAN-NOKIAN,215/60/R17,WR SUV,4X4 IARNA,473.88,19,0,4,ANO2156017HWRSX
1999,NORDMAN-NOKIAN,185/60/R14,WR,IARNA,184.14,30,0,13,ANO1856014TWR
1982,CONTINENTAL,225/50/R17,WINTER CONTACT TS830P,IARNA,600,30,0,0,AC2255017HT83
1988,NORDMAN-NOKIAN,225/55/R17,WR,IARNA,483.35,30,0,0,ANO2255517HWR
1989,NORDMAN-NOKIAN,235/60/R17,WR SUV,4X4 IARNA,515.17,30,0,0,ANO2356017HWRSX
1990,NORDMAN-NOKIAN,235/65/R17,WR SUV,4X4 IARNA,503.67,30,0,20,ANO2356517HWRSX
1991,NORDMAN-NOKIAN,235/70/R16,WR SUV,4X4 IARNA,431.24,28,0,0,ANO2357016HWRS
1992,NORDMAN-NOKIAN,245/65/R17,WR SUV,4X4 IARNA,580.83,2,0,0,ANO2456517HWRSX
1993,NORDMAN-NOKIAN,255/50/R19,WR SUV,4X4 IARNA,624.83,20,0,0,ANO2555019VWRSX
1994,NORDMAN-NOKIAN,255/55/R18,WR SUV,4X4 IARNA,549.7,18,0,8,ANO2555518VWRSX
1995,NORDMAN-NOKIAN,265/65/R17,WR SUV,4X4 IARNA,604.52,4,0,0,ANO2656517HWRSX
1996,NORDMAN-NOKIAN,265/70/R16,WR SUV,4X4 IARNA,467.79,4,0,0,ANO2657016HWRS
2009,NORDMAN-NOKIAN,215/60/R16,WR,IARNA,375.73,30,0,0,ANO2156016HWRX
2035,NORDMAN-NOKIAN,205/50/R17,WR,IARNA,452.22,14,0,0,ANO2055017HWRX
2006,NORDMAN-NOKIAN,235/60/R18,WR SUV,4X4 IARNA,540.89,26,0,0,ANO2356018HWRSX
2189,MICHELIN,255/45/R19,PILOT ALPIN PA4,IARNA,1050.9,1,0,0,AM2554519VPA4
2008,NORDMAN-NOKIAN,215/55/R17,WR,IARNA,480.65,26,0,0,ANO2155517VWR
2015,PIRELLI,225/50/R17,WINTER SOTTO ZERO 3,IARNA,559.39,3,0,0,AP2255017HWSZ3
2016,PIRELLI,225/55/R16,WINTER 210 SOTTO ZERO 2 RUN FLAT,IARNA,400,2,0,0,AP2255516HWSZ2R
2017,PIRELLI,225/55/R19,SCORPION WINTER,IARNA,1035.11,12,0,0,AP2255519HSWNT
2020,PIRELLI,235/60/R18,SCORPION WINTER,4X4 IARNA,674.97,6,0,0,AP2356018HSWX
2021,PIRELLI,235/65/R17,SCORPION WINTER,4X4 IARNA,662.71,6,0,0,AP2356517HSWX
2022,PIRELLI,265/50/R19,SCORPION WINTER,4X4 IARNA,1050.29,8,0,0,AP2655019VSWX
2073,NORDMAN-NOKIAN,215/70/R16,WR SUV,4X4 IARNA,376.41,28,0,0,ANO2157016HWRS
2072,NORDMAN-NOKIAN,185/60/R15,WR,IARNA,207.87,1,0,0,ANO1856015TWR
2026,BF GOODRICH,175/65/R14,G FORCE WINTER,IARNA,155,1,0,0,ABF1756514TGFWG
2036,NORDMAN-NOKIAN,215/50/R17,WR,IARNA,451.55,30,0,0,ANO2155017VWRX
2037,NORDMAN-NOKIAN,225/50/R17,WR,IARNA,448.17,30,0,16,ANO2255017HWRX
2062,HANKOOK,215/60/R16,OPTIMO K415,VARA,300,2,0,0,AH2156016VK415
2071,NORDMAN-NOKIAN,175/65/R15,WR,IARNA,191.61,0,4,0,ANO1756515TWR
2058,FULDA,"385/55/R22,5",ECOTONN,TRAILER AUTOSTRADA VARA,1600,1,0,0,AF38555225ECOT
2247,PIRELLI,275/45/R21,SCORPION WINTER,4X4 IARNA,1432.61,30,0,0,AP2754521WSWIX
2139,CONTINENTAL,225/45/R18,WINTER CONTACT TS850P,IARNA,729.96,14,0,0,AC2254518VTS85X
2116,CONTINENTAL,255/35/R20,WINTER CONTACT TS830P,IARNA,1200.15,12,0,0,AC2553520WTS83X
2119,CONTINENTAL,275/40/R22,CROSS CONTACT WINTER,4X4 IARNA,1383.05,6,0,0,AC2754022VCRCW
2138,CONTINENTAL,225/45/R18,WINTER CONTACT TS830P SSR,IARNA,874.85,0,0,2,AC2254518VTS83S
2101,TOYO,215/55/R16,SNOWPROX S953,IARNA,380.91,2,0,0,ATO2155516HS95X
2111,TOYO,255/70/R16,OPEN COUNTRY WT,4X4 IARNA,509.82,28,0,0,ATO2557016TOPWT
2174,NORDMAN-NOKIAN,265/60/R18,WR SUV,4X4 IARNA,634.31,30,0,0,ANO2656018HWRSX
2143,TOYO,195/65/R15,VRV2+,ALL SEASONS All Season,175,1,0,0,ATO1956515TVRVX
2146,TOYO,225/45/R18,SNOWPROX S953,IARNA,200,1,0,0,ATO2254518VS95X
2173,NORDMAN-NOKIAN,155/65/R14,WR,IARNA,110,1,0,0,ANO1556514TWR
2180,CONTINENTAL,195/50/R15,WINTER CONTACT TS800,IARNA,310.75,12,0,0,AC1955015TTS8
2200,FULDA,205/55/R16,KRISTALL MONTERO 3,IARNA,313.68,5,0,8,AF2055516TKM3
2223,BARUM,"205/75/R17,5",BF14,DIRECTIE REGIONAL VARA,700.01,2,0,0,ABR20575175BF14
2220,SEMPERIT,205/60/R16,SPEED GRIP 2,IARNA,319.37,16,0,0,ASE2056016HSG2X
2218,VIKING,165/70/R13,CITY TECH II,VARA,129.75,3,0,0,AVI1657013TC2
2236,PIRELLI,225/60/R17,W210 SOTTO ZERO 2 RUN FLAT,4X4 IARNA,881.6,20,0,0,AP2256017HW21R
2237,PIRELLI,225/60/R17,SCORPION WINTER,4X4 IARNA,768.36,8,0,0,AP2256017VSWX
2266,CONTINENTAL,255/50/R20,WINTER CONTACT TS830P SUV,IARNA,1178.93,8,0,0,AC2555020HTS83X
2242,MICHELIN,215/65/R16,LATITUDE CROSS,4X4 VARA,504.04,4,0,0,AM2156516HLACRX
2795,NOKIAN,205/55/R17,LINE,VARA,485.91,6,0,0,AN2055517VLIX
2843,NOKIAN,205/75/R16C,cLINE VAN,LT VARA,411.54,1,0,4,AN2057516CSCLIV
2697,GENERAL TIRE,275/70/R18,GRABBER AT,4X4 VARA,549.99,2,0,0,AGT2757018QGAT
2859,NOKIAN,295/30/R22,zLINE SUV,4X4 VARA,1141.31,1,0,0,AN2953022YZLISX
2534,CONTINENTAL,205/65/R15,PREMIUM CONTACT 5,VARA,380.8,7,0,0,AC2056515HPC5
2482,TOYO,265/50/R20,PROXES T1 SPORT SUV,4X4 VARA,831.19,8,0,0,ATO2655020VPTSX
2956,CONTINENTAL,195/75/R16C,VANCO ECO,LT VARA,398.52,1,0,0,AC1957516CRVE
2584,PIRELLI,185/60/R15,P1 CINTURATO VERDE,VARA,317.77,1,0,0,AP1856015HP1CVX
2532,CONTINENTAL,205/60/R16,TS815 ALL SEASONS SEAL,ALL SEASONS All Season,554.06,0,0,4,AC2056016H815SX
2277,SEMPERIT,185/60/R15,COMFORT LIFE 2,VARA,221.54,4,0,0,ASE1856015HCL2
2773,DUNLOP,275/35/R20,SPORT MAXX GT,VARA,988.25,4,0,0,AD2753520YMXGT
2296,BARUM,215/70/R16,BRAVURIS 4X4,4X4 VARA,336.59,10,0,0,ABR2157016HBR
2285,SEMPERIT,175/65/R14,COMFORT LIFE 2,VARA,144.78,10,0,0,ASE1756514TCL2
2401,DUNLOP,235/65/R17,QUATTROMAXX,4X4 VARA,531.62,4,0,0,AD2356517VQUAX
2292,VIKING,255/55/R18,PRO TECH HP SUV,4X4 VARA,361.77,8,4,4,AVI2555518YPRHP
2303,BARUM,195/60/R15,BRAVURIS 2,VARA,204.54,2,0,0,ABR1956015HBR2
2309,TOYO,185/75/R16C,H08,LT VARA,334.37,1,0,0,ATO1857516CTH08
2313,TOYO,215/70/R15C,H08,LT VARA,364.94,30,0,0,ATO2157015CHH08
2316,TOYO,225/70/R15C,H08,LT VARA,383.74,1,0,0,ATO2257015CSH08
2318,TOYO,235/55/R17,OPEN COUNTRY HT,4X4 VARA,465.87,0,0,2,ATO2355517HOHT
2323,TOYO,255/60/R18,PROXES T1 SPORT SUV,4X4 VARA,560.78,4,0,0,ATO2556018HPXTS
2335,CONTINENTAL,245/40/R18,SPORT CONTACT 5,VARA,663.08,4,0,0,AC2454018YCS5X
2341,CONTINENTAL,245/40/R18,SPORT CONTACT 5 RUN FLAT,VARA,794.61,4,0,0,AC2454018YCS5XS
2339,BARUM,215/65/R16,BRAVURIS 4X4,4X4 VARA,290.94,7,0,0,ABR2156516HBR
2343,DUNLOP,"215/75/R17,5",SP444,TRACTIUNE REGIONAL VARA,773.65,11,0,0,AD21575175SP444
2355,TOYO,205/60/R16,NANOENERGY 2,VARA,261.53,2,0,0,ATO2056016HNE02
2357,TOYO,215/65/R16,OPEN COUNTRY HT,4X4 VARA,275.83,0,0,2,ATO2156516HOPHT
2377,DUNLOP,215/60/R16,BLURESPONSE,VARA,455.08,2,0,0,AD2156016HBLX
2382,DUNLOP,225/60/R18,GRANDTREK ST30,4X4 VARA,641.3,6,0,0,AD2256018HST30
2384,DUNLOP,235/50/R19,SPORT MAXX,VARA,754.04,2,0,0,AD2355019VSPMAX
2386,DUNLOP,245/45/R19,SPORT MAXX RT,VARA,824.98,4,0,0,AD2454519YSPMRT
2387,DUNLOP,275/55/R19,SPORT MAXX,VARA,914.26,8,0,0,AD2755519VSPMAX
2388,DUNLOP,325/30/R21,SPORT MAX RUN FLAT,VARA,1934.65,4,0,0,AD3253021YSPMX
2389,MICHELIN,195/75/R16C,AGILIS+,LT VARA,473.44,0,0,2,AM1957516CAG+
2528,DUNLOP,205/60/R15,BLURESPONSE,VARA,348.02,4,0,0,AD2056015HBL
2391,SEMPERIT,195/65/R15,COMFORT LIFE 2,VARA,180.38,11,5,1,ASE1956515HCL2
2395,DUNLOP,195/60/R16C,ECONODRIVE,LT VARA,426.29,30,4,0,AD1956016CHEC
2490,DUNLOP,200/55/R17,D401,TOURING VARA,884.53,1,0,0,AD20055517VD401
2398,DUNLOP,225/45/R17,FASTRESPONSE RUN FLAT,VARA,468.53,1,0,0,AD2254517WFASR
2402,DUNLOP,255/45/R20,SPORT MAXX GT,VARA,1019.5,4,0,0,AD2554520WSMGT
2403,DUNLOP,255/55/R18,QUATTROMAXX,VARA,622.18,2,0,0,AD2555518YQMXX
2405,DUNLOP,275/40/R20,SPORT MAXX GT,VARA,921.92,4,0,0,AD2754020YMXGTX
2414,NOKIAN,195/50/R16,LINE,VARA,406.28,8,0,0,AN1955016VLI
2415,NOKIAN,195/55/R15,LINE,VARA,296.23,1,0,0,AN1955515HLI
2419,NOKIAN,215/55/R17,zLINE,VARA,517.41,4,4,4,AN2155517WZLIX
2420,NOKIAN,235/55/R17,LINE SUV,4X4 VARA,500.2,7,0,0,AN2355517VLISX
2495,DUNLOP,90//R21,D402F,TOURING VARA,500.22,1,0,0,AD9021HD402
2426,TOYO,195/65/R15,NANOENERGY 3,VARA,178.44,30,2,19,ATO1956515TNE3
2434,NOKIAN,185/65/R15,LINE,VARA,243.82,1,0,2,AN1856515HLI
2435,NOKIAN,185/75/R16C,cLINE CARGO,LT VARA,358.71,30,0,0,AN1857516CSCLI
2491,DUNLOP,"225/75/R17,5",SP444,TRACTIUNE REGIONAL VARA,957.37,4,0,0,AD22575175SP444
2436,NOKIAN,195/70/R15C,cLINE VAN,LT VARA,288.47,1,0,2,AN1957015CSCLIV
2439,NOKIAN,215/55/R18,LINE SUV,4X4 VARA,649.54,14,4,2,AN2155518VLIS
2440,NOKIAN,215/60/R17C,cLINE VAN,LT VARA,547.45,10,0,1,AN2156017CTCLIV
2441,NOKIAN,215/70/R15C,cLINE CARGO,LT VARA,423.06,26,0,0,AN2157015CSCLI
2585,PIRELLI,185/65/R15,P1 CINTURATO,VARA,247.91,2,0,0,AP1856515TP1CX
2446,NOKIAN,235/70/R16,LINE SUV,4X4 VARA,376.84,6,0,8,AN2357016HLIS
2448,NOKIAN,245/65/R17,ROTIIVA AT,4X4 VARA,577.7,2,0,0,AN2456517TROT
2451,NOKIAN,275/50/R20,zLINE SUV,4X4 VARA,1016.46,3,0,0,AN2755020WZLISX
2493,DUNLOP,255/50/R19,QUATTROMAXX,VARA,774.61,30,0,0,AD2555019YQMX
2460,TOYO,185/60/R14,PROXES CF2,VARA,173.72,1,0,0,ATO1856014HPCF2
2472,TOYO,225/55/R17,PROXES CF2,VARA,401.76,2,0,0,ATO2255517VPCF2
2476,TOYO,235/50/R18,PROXES T1 SPORT SUV,4X4 VARA,533.61,7,0,0,ATO2355018VPXTS
2480,TOYO,255/55/R19,OPEN COUNTRY HT,4X4 VARA,518.97,3,0,0,ATO2555519VOPHT
2505,MICHELIN,215/50/R17,PRIMACY 3,VARA,651.05,2,0,0,AM2155017WPR3X
2506,MICHELIN,215/65/R16,LATITUDE TOUR HP,4X4 VARA,392.22,6,4,0,AM2156516H98LAT
2508,NOKIAN,195/75/R16C,cLINE CARGO,LT VARA,326.55,25,6,4,AN1957516CSCLIC
2511,NOKIAN,265/60/R18,LINE SUV,4X4 VARA,663.72,8,0,0,AN2656018VLIS
2512,NOKIAN,265/65/R17,LINE SUV,4X4 VARA,550.64,5,0,4,AN2656517HLISX
2533,CONTINENTAL,205/60/R16,PREMIUM CONTACT 5 RUN FLAT,VARA,517.6,4,0,0,AC2056016VCPC5S
2529,BARUM,185//R14C,SNOVANIS 2,LT IARNA,243.01,2,0,0,ABR18514CSN2
2521,NOKIAN,215/60/R17,LINE SUV,4X4 VARA,433.31,30,4,4,AN2156017HLISX
2524,NOKIAN,255/70/R16,ROTIIVA AT,4X4 VARA,530.54,1,0,0,AN2557016TRO
2552,NOKIAN,215/65/R16C,cLINE VAN,LT VARA,449.32,10,0,0,AN2156516CTCLIV
2553,NOKIAN,215/65/R16,LINE SUV,4X4 VARA,342.15,9,0,4,AN2156516HLISX
2611,CONTINENTAL,255/45/R19,CROSS CONTACT UHP,4X4 VARA,845.61,2,0,0,AC2554519VCRC
2554,NOKIAN,235/60/R18,zLINE SUV,4X4 VARA,603.79,12,0,0,AN2356018WZLISX
2555,NOKIAN,235/65/R16C,cLINE CARGO,LT VARA,535.33,30,30,12,AN2356516CRCLIC
2556,NOKIAN,235/65/R17,zLINE SUV,4X4 VARA,459.8,18,15,0,AN2356517VZLISX
2564,PIRELLI,225/55/R17,NERO GT,VARA,549.88,4,0,0,AP2255517WNEX
2568,RADAR,215/65/R16,RS-500,4X4 VARA,220.72,6,0,0,ARD2156516HRS5
2573,RADAR,235/65/R16C,RV-5,LT VARA,265,4,4,4,ARD2356516CRRV5
2574,RADAR,235/65/R17,RS-500,4X4 VARA,271.59,4,0,0,ARD2356517VRS5
2576,RADAR,255/55/R18,RS-500,4X4 VARA,325.3,12,0,0,ARD2555518WRS5X
2577,RADAR,255/60/R18,RS-500,4X4 VARA,326.7,8,0,0,ARD2556018VRS5X
2578,RADAR,265/65/R17,RS-500,4X4 VARA,339.15,4,0,0,ARD2656517HRS5
2588,PIRELLI,215/50/R17,P ZERO NERO GT,VARA,543.69,6,0,0,AP2155017YNGTX
2589,PIRELLI,215/55/R16,P7 CINTURATO BLUE,VARA,539.39,3,0,0,AP2155516WP7BX
2592,PIRELLI,235/60/R17,SCORPION ZERO,4X4 VARA,589.98,2,0,0,AP2356017VSZ
2597,SEMPERIT,205/55/R16,SPEED LIFE 2,VARA,228.27,0,0,3,ASE2055516HSL2
2641,CONTINENTAL,225/60/R17,CROSS CONTACT LX,4X4 VARA,591.39,2,0,0,AC2256017HCCCLX
2642,CONTINENTAL,235/55/R17,VANCO CONTACT,VARA,600,2,0,0,AC2355517WVANCT
2619,KUMHO,"385/65/R22,5",LA11,TRAILER REGIONAL VARA,1487.39,23,2,0,AK38565225LLA11
2625,PIRELLI,225/45/R18,P ZERO NERO GT,VARA,657.73,7,0,0,AP2254518YZNGTX
2846,BRIDGESTONE,235/65/R16C,R660,LT VARA,636.77,4,0,0,AB2356516CR660
2636,CONTINENTAL,225/40/R18,SPORT CONTACT 5 RUN FLAT,VARA,545.32,1,0,0,AC2254018WCSC5S
2678,CONTINENTAL,205/55/R16,PREMIUM CONTACT RUN FLAT,VARA,359.83,6,0,0,AC2055516WCPCSS
2679,DUNLOP,215/55/R16,SPORT MAXX RT,VARA,481.12,9,4,0,AD2155516Y7MXRT
2655,NOKIAN,185/65/R15,LINE,VARA,245.89,2,0,1,AN1856515HLIX
2657,NOKIAN,225/60/R17,LINE SUV,4X4 VARA,500.2,30,0,0,AN2256017VLISX
2658,NOKIAN,235/60/R17,LINE SUV,4X4 VARA,500.2,19,4,0,AN2356017VLIS
2659,NOKIAN,235/60/R18,LINE SUV,4X4 VARA,533.32,14,4,4,AN2356018HLISX
2661,NOKIAN,245/50/R18,zLINE,VARA,679.49,16,0,0,AN2455018YZLI
2662,NOKIAN,275/45/R20,zLINE SUV,4X4 VARA,907.52,0,0,2,AN2754520YZLISX
2663,NOKIAN,275/55/R20,zLINE SUV,4X4 VARA,1140.41,4,0,0,AN2755520VZLISX
2664,NOKIAN,285/45/R19,zLINE SUV,4X4 VARA,787.65,3,0,0,AN2854519WZLISX
2671,VIKING,235/60/R18,CITY TECH II SUV,4X4 VARA,445.62,10,2,3,AVI2356018WCI2S
2686,NOKIAN,205/45/R17,LINE,VARA,483.77,3,0,0,AN2054517WLINEX
2700,NOKIAN,225/70/R16,LINE SUV,4X4 VARA,389.61,4,0,0,AN2257016HLIS
2701,NOKIAN,245/75/R17,ROTIIVA AT,4X4 VARA,680.35,4,0,0,AN2457517SROT
2687,NOKIAN,245/45/R19,zLINE,VARA,801.07,14,0,0,AN2454519YZLIX
2707,BF GOODRICH,285/70/R17,ALL TERRAIN,4X4 VARA,1190.44,4,0,0,ABF2857017RAT
2702,NOKIAN,255/55/R18,zLINE SUV,4X4 VARA,565.25,5,0,0,AN2555518WZLIS
2704,NOKIAN,275/35/R20,zLINE,VARA,952,6,0,0,AN2753520YZLIX
2727,TOYO,215/55/R17,NANOENERGY 2,VARA,393.37,2,0,0,ATO2155517VNE2X
2729,TOYO,215/60/R17,PROXES CF2 SUV,4X4 VARA,397.79,6,0,0,ATO2156017HCF2S
2733,TOYO,31/10.5/R15,OPEN COUNTRY MT,4X4 VARA,524.27,4,0,0,ATO3110515QOPMT
2783,PIRELLI,225/55/R16,P7 CINTURATO RUN FLAT,VARA,659.15,4,0,0,AP2255516VP7CR
2805,NOKIAN,215/60/R16C,cLINE VAN,LT VARA,494.84,2,0,4,AN2156016CTCLI
2912,SEMPERIT,195/55/R15,SPEED LIFE 2,VARA,275.83,2,0,0,ASE1955515HSL2
2792,GOODYEAR,215/55/R16,EAGLE VECTOR 2+,ALL SEASONS All Season,672.04,4,0,0,AG2155516VEV2+
2776,TOYO,225/45/R18,PROXES T1 SPORT,VARA,541.77,3,0,0,ATO2254518YPTSX
2778,TOYO,235/40/R18,PROXES T1 SPORT,VARA,503.66,10,0,0,ATO2354018YPTSX
2780,TOYO,255/45/R18,PROXES T1 SPORT,VARA,615.67,10,0,0,ATO2554518YPTSX
2869,CONTINENTAL,295/40/R21,CROSS CONTACT UHP MO,4X4 VARA,1253.74,2,0,0,AC2954021WCRC
2947,PIRELLI,225/65/R17,SCORPION VERDE,4X4 VARA,566.58,4,0,0,AP2256517HSCV
2856,NOKIAN,225/55/R19,LINE SUV,4X4 VARA,634.66,8,4,0,AN2255519VLISX
2804,NOKIAN,195/65/R16C,cLINE VAN,LT VARA,366.59,2,0,0,AN1956516CTCLI
2809,NOKIAN,265/45/R20,zLINE SUV,4X4 VARA,981.75,2,0,0,AN2654520YZLISX
2811,NOKIAN,265/70/R17,ROTIIVA HT,4X4 VARA,664.41,4,0,0,AN2657017SRHT
2812,NOKIAN,275/40/R20,zLINE SUV,4X4 VARA,827.38,30,4,0,AN2754020YZLISX
2813,NOKIAN,275/70/R18,ROTIIVA HT,4X4 VARA,853.21,8,0,0,AN2757018RRHT
2855,NOKIAN,195/45/R16,LINE,VARA,315.43,2,0,0,AN1954516VLIX
2896,NOKIAN,195/65/R15,WEATHERPROOF,ALL SEASONS All Season,257.59,26,4,5,AN1956515TWPR
2841,CONTINENTAL,235/60/R18,SPORT CONTACT 5 SUV,4X4 VARA,631.57,2,0,0,AC2356018VCSC5S
2928,KUMHO,"315/80/R22,5",LD03,TRACTIUNE AUTOSTRADA VARA,1606.24,8,4,0,AK31580225LD03
2916,KUMHO,"315/80/R22,5",RD02,TRACTIUNE REGIONAL VARA,1573.28,30,8,0,AK31580225LRD02
2861,TOYO,195/65/R15,PROXES CF2,VARA,210.26,27,0,0,ATO1956515HCF2X
2877,NOKIAN,195/60/R16,LINE,VARA,379.67,4,0,0,AN1956016HLI
2870,GENERAL TIRE,225/55/R19,GRABBER GT,4X4 VARA,531.45,4,0,0,AGT2255519VGGTX
2927,KUMHO,"315/70/R22,5",RS03,DIRECTIE REGIONAL VARA,1435.02,8,0,0,AK31570225LRS03
